    Raman shift    inc freq                      X                               Y                                Z
                                            Real       Imag                 Real       Imag                 Real       Imag

      0.00000    55369.93210       -0.213023E+01   0.158791E+00      0.983704E+01  -0.733272E+00      0.104491E-13  -0.776143E-15

                                    0.983704E+01  -0.733272E+00     -0.454258E+02   0.338613E+01     -0.457563E-13   0.341361E-14

                                    0.104491E-13  -0.776143E-15     -0.457563E-13   0.341361E-14     -0.641883E-03   0.438437E-04

      0.00000    55410.25980       -0.212110E+01   0.156043E+00      0.979488E+01  -0.720582E+00      0.104050E-13  -0.762681E-15

                                    0.979488E+01  -0.720582E+00     -0.452311E+02   0.332753E+01     -0.455595E-13   0.335457E-14

                                    0.104050E-13  -0.762681E-15     -0.455595E-13   0.335457E-14     -0.640103E-03   0.430417E-04

      0.00000    55450.58750       -0.211205E+01   0.153355E+00      0.975310E+01  -0.708167E+00      0.103613E-13  -0.749450E-15

                                    0.975310E+01  -0.708167E+00     -0.450382E+02   0.327020E+01     -0.453646E-13   0.329686E-14

                                    0.103613E-13  -0.749450E-15     -0.453646E-13   0.329686E-14     -0.638327E-03   0.421678E-04

      0.00000    55490.91520       -0.210309E+01   0.150724E+00      0.971171E+01  -0.696017E+00      0.103180E-13  -0.736436E-15

                                    0.971171E+01  -0.696017E+00     -0.448471E+02   0.321409E+01     -0.451713E-13   0.324045E-14

                                    0.103180E-13  -0.736436E-15     -0.451713E-13   0.324045E-14     -0.636528E-03   0.412200E-04

      0.00000    55531.24290       -0.209421E+01   0.148148E+00      0.967070E+01  -0.684123E+00      0.102749E-13  -0.723641E-15

                                    0.967070E+01  -0.684123E+00     -0.446577E+02   0.315917E+01     -0.449800E-13   0.318530E-14

                                    0.102749E-13  -0.723641E-15     -0.449800E-13   0.318530E-14     -0.634681E-03   0.402086E-04

      0.00000    55571.57060       -0.208541E+01   0.145626E+00      0.963006E+01  -0.672479E+00      0.102323E-13  -0.711069E-15

                                    0.963006E+01  -0.672479E+00     -0.444700E+02   0.310539E+01     -0.447904E-13   0.313135E-14

                                    0.102323E-13  -0.711069E-15     -0.447904E-13   0.313135E-14     -0.632765E-03   0.391540E-04

      0.00000    55611.89830       -0.207669E+01   0.143157E+00      0.958979E+01  -0.661076E+00      0.101900E-13  -0.698731E-15

                                    0.958979E+01  -0.661076E+00     -0.442841E+02   0.305274E+01     -0.446027E-13   0.307854E-14

                                    0.101900E-13  -0.698731E-15     -0.446027E-13   0.307854E-14     -0.630770E-03   0.380820E-04

      0.00000    55652.22600       -0.206805E+01   0.140739E+00      0.954989E+01  -0.649909E+00      0.101479E-13  -0.686639E-15

                                    0.954989E+01  -0.649909E+00     -0.440998E+02   0.300117E+01     -0.444167E-13   0.302683E-14

                                    0.101479E-13  -0.686639E-15     -0.444167E-13   0.302683E-14     -0.628696E-03   0.370189E-04

      0.00000    55692.55370       -0.205948E+01   0.138371E+00      0.951035E+01  -0.638974E+00      0.101062E-13  -0.674804E-15

                                    0.951035E+01  -0.638974E+00     -0.439172E+02   0.295067E+01     -0.442325E-13   0.297619E-14

                                    0.101062E-13  -0.674804E-15     -0.442325E-13   0.297619E-14     -0.626552E-03   0.359868E-04

      0.00000    55732.88140       -0.205100E+01   0.136052E+00      0.947115E+01  -0.628266E+00      0.100648E-13  -0.663233E-15

                                    0.947115E+01  -0.628266E+00     -0.437362E+02   0.290123E+01     -0.440499E-13   0.292659E-14

                                    0.100648E-13  -0.663233E-15     -0.440499E-13   0.292659E-14     -0.624351E-03   0.350020E-04

      0.00000    55773.20910       -0.204258E+01   0.133782E+00      0.943231E+01  -0.617781E+00      0.100238E-13  -0.651928E-15

                                    0.943231E+01  -0.617781E+00     -0.435569E+02   0.285281E+01     -0.438691E-13   0.287799E-14

                                    0.100238E-13  -0.651928E-15     -0.438691E-13   0.287799E-14     -0.622109E-03   0.340742E-04

      0.00000    55813.53680       -0.203425E+01   0.131559E+00      0.939382E+01  -0.607518E+00      0.998306E-14  -0.640891E-15

                                    0.939382E+01  -0.607518E+00     -0.433791E+02   0.280542E+01     -0.436898E-13   0.283040E-14

                                    0.998306E-14  -0.640891E-15     -0.436898E-13   0.283040E-14     -0.619840E-03   0.332075E-04

      0.00000    55853.86450       -0.202599E+01   0.129384E+00      0.935567E+01  -0.597472E+00      0.994268E-14  -0.630116E-15

                                    0.935567E+01  -0.597472E+00     -0.432029E+02   0.275902E+01     -0.435122E-13   0.278377E-14

                                    0.994268E-14  -0.630116E-15     -0.435122E-13   0.278377E-14     -0.617559E-03   0.324021E-04

      0.00000    55894.19220       -0.201780E+01   0.127254E+00      0.931786E+01  -0.587639E+00      0.990265E-14  -0.619599E-15

                                    0.931786E+01  -0.587639E+00     -0.430283E+02   0.271362E+01     -0.433362E-13   0.273811E-14

                                    0.990265E-14  -0.619599E-15     -0.433362E-13   0.273811E-14     -0.615276E-03   0.316555E-04

      0.00000    55934.51990       -0.200968E+01   0.125170E+00      0.928039E+01  -0.578016E+00      0.986296E-14  -0.609333E-15

                                    0.928039E+01  -0.578016E+00     -0.428553E+02   0.266918E+01     -0.431618E-13   0.269340E-14

                                    0.986296E-14  -0.609333E-15     -0.431618E-13   0.269340E-14     -0.612999E-03   0.309638E-04

      0.00000    55974.84760       -0.200164E+01   0.123131E+00      0.924326E+01  -0.568597E+00      0.982363E-14  -0.599310E-15

                                    0.924326E+01  -0.568597E+00     -0.426838E+02   0.262568E+01     -0.429891E-13   0.264960E-14

                                    0.982363E-14  -0.599310E-15     -0.429891E-13   0.264960E-14     -0.610734E-03   0.303231E-04

      0.00000    56015.17530       -0.199368E+01   0.121134E+00      0.920647E+01  -0.559376E+00      0.978466E-14  -0.589522E-15

                                    0.920647E+01  -0.559376E+00     -0.425139E+02   0.258311E+01     -0.428178E-13   0.260671E-14

                                    0.978466E-14  -0.589522E-15     -0.428178E-13   0.260671E-14     -0.608485E-03   0.297295E-04

      0.00000    56055.50300       -0.198578E+01   0.119179E+00      0.917001E+01  -0.550348E+00      0.974603E-14  -0.579959E-15

                                    0.917001E+01  -0.550348E+00     -0.423456E+02   0.254142E+01     -0.426480E-13   0.256469E-14

                                    0.974603E-14  -0.579959E-15     -0.426480E-13   0.256469E-14     -0.606256E-03   0.291794E-04

      0.00000    56095.83070       -0.197796E+01   0.117264E+00      0.913388E+01  -0.541507E+00      0.970775E-14  -0.570614E-15

                                    0.913388E+01  -0.541507E+00     -0.421787E+02   0.250059E+01     -0.424799E-13   0.252352E-14

                                    0.970775E-14  -0.570614E-15     -0.424799E-13   0.252352E-14     -0.604051E-03   0.286693E-04

      0.00000    56136.15840       -0.197020E+01   0.115389E+00      0.909807E+01  -0.532847E+00      0.966983E-14  -0.561478E-15

                                    0.909807E+01  -0.532847E+00     -0.420134E+02   0.246060E+01     -0.423132E-13   0.248316E-14

                                    0.966983E-14  -0.561478E-15     -0.423132E-13   0.248316E-14     -0.601871E-03   0.281957E-04

      0.00000    56176.48610       -0.196252E+01   0.113552E+00      0.906259E+01  -0.524363E+00      0.963226E-14  -0.552543E-15

                                    0.906259E+01  -0.524363E+00     -0.418495E+02   0.242142E+01     -0.421481E-13   0.244363E-14

                                    0.963226E-14  -0.552543E-15     -0.421481E-13   0.244363E-14     -0.599718E-03   0.277551E-04

      0.00000    56216.81380       -0.195491E+01   0.111752E+00      0.902743E+01  -0.516052E+00      0.959502E-14  -0.543805E-15

                                    0.902743E+01  -0.516052E+00     -0.416872E+02   0.238304E+01     -0.419844E-13   0.240487E-14

                                    0.959502E-14  -0.543805E-15     -0.419844E-13   0.240487E-14     -0.597594E-03   0.273439E-04

      0.00000    56257.14150       -0.194736E+01   0.109989E+00      0.899257E+01  -0.507910E+00      0.955813E-14  -0.535257E-15

                                    0.899257E+01  -0.507910E+00     -0.415262E+02   0.234544E+01     -0.418222E-13   0.236690E-14

                                    0.955813E-14  -0.535257E-15     -0.418222E-13   0.236690E-14     -0.595500E-03   0.269590E-04

      0.00000    56297.46920       -0.193988E+01   0.108262E+00      0.895803E+01  -0.499935E+00      0.952155E-14  -0.526896E-15

                                    0.895803E+01  -0.499935E+00     -0.413667E+02   0.230862E+01     -0.416613E-13   0.232969E-14

                                    0.952155E-14  -0.526896E-15     -0.416613E-13   0.232969E-14     -0.593434E-03   0.265975E-04

      0.00000    56337.79690       -0.193246E+01   0.106571E+00      0.892379E+01  -0.492126E+00      0.948532E-14  -0.518717E-15

                                    0.892379E+01  -0.492126E+00     -0.412086E+02   0.227256E+01     -0.415019E-13   0.229325E-14

                                    0.948532E-14  -0.518717E-15     -0.415019E-13   0.229325E-14     -0.591397E-03   0.262571E-04

      0.00000    56378.12460       -0.192511E+01   0.104915E+00      0.888985E+01  -0.484481E+00      0.944941E-14  -0.510719E-15

                                    0.888985E+01  -0.484481E+00     -0.410518E+02   0.223725E+01     -0.413439E-13   0.225756E-14

                                    0.944941E-14  -0.510719E-15     -0.413439E-13   0.225756E-14     -0.589389E-03   0.259363E-04

      0.00000    56418.45230       -0.191783E+01   0.103295E+00      0.885620E+01  -0.476998E+00      0.941383E-14  -0.502898E-15

                                    0.885620E+01  -0.476998E+00     -0.408965E+02   0.220270E+01     -0.411873E-13   0.222262E-14

                                    0.941383E-14  -0.502898E-15     -0.411873E-13   0.222262E-14     -0.587409E-03   0.256334E-04

      0.00000    56458.78000       -0.191061E+01   0.101709E+00      0.882286E+01  -0.469675E+00      0.937856E-14  -0.495252E-15

                                    0.882286E+01  -0.469675E+00     -0.407425E+02   0.216888E+01     -0.410320E-13   0.218843E-14

                                    0.937856E-14  -0.495252E-15     -0.410320E-13   0.218843E-14     -0.585458E-03   0.253474E-04

      0.00000    56499.10770       -0.190345E+01   0.100157E+00      0.878982E+01  -0.462508E+00      0.934362E-14  -0.487775E-15

                                    0.878982E+01  -0.462508E+00     -0.405899E+02   0.213579E+01     -0.408782E-13   0.215495E-14

                                    0.934362E-14  -0.487775E-15     -0.408782E-13   0.215495E-14     -0.583535E-03   0.250770E-04

      0.00000    56539.43540       -0.189636E+01   0.986380E-01      0.875707E+01  -0.455494E+00      0.930901E-14  -0.480463E-15

                                    0.875707E+01  -0.455494E+00     -0.404387E+02   0.210339E+01     -0.407257E-13   0.212218E-14

                                    0.930901E-14  -0.480463E-15     -0.407257E-13   0.212218E-14     -0.581641E-03   0.248208E-04

      0.00000    56579.76310       -0.188933E+01   0.971510E-01      0.872462E+01  -0.448627E+00      0.927470E-14  -0.473309E-15

                                    0.872462E+01  -0.448627E+00     -0.402888E+02   0.207169E+01     -0.405745E-13   0.209009E-14

                                    0.927470E-14  -0.473309E-15     -0.405745E-13   0.209009E-14     -0.579776E-03   0.245773E-04

      0.00000    56620.09080       -0.188237E+01   0.956950E-01      0.869245E+01  -0.441904E+00      0.924072E-14  -0.466310E-15

                                    0.869245E+01  -0.441904E+00     -0.401403E+02   0.204064E+01     -0.404247E-13   0.205868E-14

                                    0.924072E-14  -0.466310E-15     -0.404247E-13   0.205868E-14     -0.577940E-03   0.243446E-04

      0.00000    56660.41850       -0.187546E+01   0.942691E-01      0.866058E+01  -0.435319E+00      0.920706E-14  -0.459457E-15

                                    0.866058E+01  -0.435319E+00     -0.399931E+02   0.201023E+01     -0.402763E-13   0.202790E-14

                                    0.920706E-14  -0.459457E-15     -0.402763E-13   0.202790E-14     -0.576134E-03   0.241209E-04

      0.00000    56700.74620       -0.186862E+01   0.928723E-01      0.862900E+01  -0.428869E+00      0.917370E-14  -0.452746E-15

                                    0.862900E+01  -0.428869E+00     -0.398473E+02   0.198045E+01     -0.401292E-13   0.199775E-14

                                    0.917370E-14  -0.452746E-15     -0.401292E-13   0.199775E-14     -0.574357E-03   0.239044E-04

      0.00000    56741.07390       -0.186185E+01   0.915040E-01      0.859769E+01  -0.422550E+00      0.914065E-14  -0.446172E-15

                                    0.859769E+01  -0.422550E+00     -0.397027E+02   0.195127E+01     -0.399833E-13   0.196822E-14

                                    0.914065E-14  -0.446172E-15     -0.399833E-13   0.196822E-14     -0.572608E-03   0.236932E-04

      0.00000    56781.40160       -0.185513E+01   0.901635E-01      0.856666E+01  -0.416360E+00      0.910790E-14  -0.439732E-15

                                    0.856666E+01  -0.416360E+00     -0.395594E+02   0.192268E+01     -0.398388E-13   0.193929E-14

                                    0.910790E-14  -0.439732E-15     -0.398388E-13   0.193929E-14     -0.570886E-03   0.234856E-04

      0.00000    56821.72930       -0.184847E+01   0.888503E-01      0.853591E+01  -0.410296E+00      0.907545E-14  -0.433422E-15

                                    0.853591E+01  -0.410296E+00     -0.394174E+02   0.189468E+01     -0.396955E-13   0.191094E-14

                                    0.907545E-14  -0.433422E-15     -0.396955E-13   0.191094E-14     -0.569190E-03   0.232800E-04

      0.00000    56862.05700       -0.184187E+01   0.875640E-01      0.850543E+01  -0.404356E+00      0.904329E-14  -0.427238E-15

                                    0.850543E+01  -0.404356E+00     -0.392767E+02   0.186725E+01     -0.395535E-13   0.188319E-14

                                    0.904329E-14  -0.427238E-15     -0.395535E-13   0.188319E-14     -0.567518E-03   0.230755E-04

      0.00000    56902.38470       -0.183532E+01   0.863043E-01      0.847522E+01  -0.398539E+00      0.901142E-14  -0.421180E-15

                                    0.847522E+01  -0.398539E+00     -0.391372E+02   0.184039E+01     -0.394128E-13   0.185600E-14

                                    0.901142E-14  -0.421180E-15     -0.394128E-13   0.185600E-14     -0.565869E-03   0.228712E-04

      0.00000    56942.71240       -0.182884E+01   0.850706E-01      0.844528E+01  -0.392842E+00      0.897984E-14  -0.415244E-15

                                    0.844528E+01  -0.392842E+00     -0.389989E+02   0.181408E+01     -0.392733E-13   0.182938E-14

                                    0.897984E-14  -0.415244E-15     -0.392733E-13   0.182938E-14     -0.564242E-03   0.226674E-04

      0.00000    56983.04010       -0.182241E+01   0.838626E-01      0.841560E+01  -0.387263E+00      0.894854E-14  -0.409430E-15

                                    0.841560E+01  -0.387263E+00     -0.388618E+02   0.178832E+01     -0.391350E-13   0.180332E-14

                                    0.894854E-14  -0.409430E-15     -0.391350E-13   0.180332E-14     -0.562634E-03   0.224647E-04

      0.00000    57023.36780       -0.181604E+01   0.826796E-01      0.838618E+01  -0.381800E+00      0.891752E-14  -0.403734E-15

                                    0.838618E+01  -0.381800E+00     -0.387260E+02   0.176309E+01     -0.389979E-13   0.177780E-14

                                    0.891752E-14  -0.403734E-15     -0.389979E-13   0.177780E-14     -0.561046E-03   0.222640E-04

      0.00000    57063.69550       -0.180973E+01   0.815210E-01      0.835703E+01  -0.376450E+00      0.888678E-14  -0.398154E-15

                                    0.835703E+01  -0.376450E+00     -0.385914E+02   0.173838E+01     -0.388621E-13   0.175281E-14

                                    0.888678E-14  -0.398154E-15     -0.388621E-13   0.175281E-14     -0.559478E-03   0.220659E-04

      0.00000    57104.02320       -0.180347E+01   0.803861E-01      0.832814E+01  -0.371210E+00      0.885633E-14  -0.392689E-15

                                    0.832814E+01  -0.371210E+00     -0.384580E+02   0.171418E+01     -0.387274E-13   0.172832E-14

                                    0.885633E-14  -0.392689E-15     -0.387274E-13   0.172832E-14     -0.557932E-03   0.218701E-04

      0.00000    57144.35090       -0.179727E+01   0.792743E-01      0.829950E+01  -0.366076E+00      0.882615E-14  -0.387331E-15

                                    0.829950E+01  -0.366076E+00     -0.383257E+02   0.169048E+01     -0.385940E-13   0.170434E-14

                                    0.882615E-14  -0.387331E-15     -0.385940E-13   0.170434E-14     -0.556410E-03   0.216749E-04

      0.00000    57184.67860       -0.179113E+01   0.781849E-01      0.827112E+01  -0.361045E+00      0.879625E-14  -0.382077E-15

                                    0.827112E+01  -0.361045E+00     -0.381947E+02   0.166725E+01     -0.384618E-13   0.168085E-14

                                    0.879625E-14  -0.382077E-15     -0.384618E-13   0.168085E-14     -0.554912E-03   0.214775E-04

      0.00000    57225.00630       -0.178503E+01   0.771172E-01      0.824299E+01  -0.356114E+00      0.876661E-14  -0.376923E-15

                                    0.824299E+01  -0.356114E+00     -0.380648E+02   0.164448E+01     -0.383306E-13   0.165784E-14

                                    0.876661E-14  -0.376923E-15     -0.383306E-13   0.165784E-14     -0.553436E-03   0.212745E-04

      0.00000    57265.33400       -0.177900E+01   0.760706E-01      0.821511E+01  -0.351282E+00      0.873725E-14  -0.371860E-15

                                    0.821511E+01  -0.351282E+00     -0.379360E+02   0.162216E+01     -0.382008E-13   0.163528E-14

                                    0.873725E-14  -0.371860E-15     -0.382008E-13   0.163528E-14     -0.551982E-03   0.210628E-04

      0.00000    57305.66170       -0.177301E+01   0.750447E-01      0.818748E+01  -0.346544E+00      0.870815E-14  -0.366887E-15

                                    0.818748E+01  -0.346544E+00     -0.378084E+02   0.160028E+01     -0.380720E-13   0.161319E-14

                                    0.870815E-14  -0.366887E-15     -0.380720E-13   0.161319E-14     -0.550544E-03   0.208408E-04

      0.00000    57345.98940       -0.176708E+01   0.740388E-01      0.816009E+01  -0.341899E+00      0.867931E-14  -0.362002E-15

                                    0.816009E+01  -0.341899E+00     -0.376819E+02   0.157883E+01     -0.379443E-13   0.159153E-14

                                    0.867931E-14  -0.362002E-15     -0.379443E-13   0.159153E-14     -0.549118E-03   0.206084E-04

      0.00000    57386.31710       -0.176120E+01   0.730526E-01      0.813294E+01  -0.337345E+00      0.865072E-14  -0.357203E-15

                                    0.813294E+01  -0.337345E+00     -0.375566E+02   0.155780E+01     -0.378178E-13   0.157030E-14

                                    0.865072E-14  -0.357203E-15     -0.378178E-13   0.157030E-14     -0.547702E-03   0.203676E-04

      0.00000    57426.64480       -0.175538E+01   0.720858E-01      0.810603E+01  -0.332880E+00      0.862236E-14  -0.352492E-15

                                    0.810603E+01  -0.332880E+00     -0.374323E+02   0.153719E+01     -0.376923E-13   0.154951E-14

                                    0.862236E-14  -0.352492E-15     -0.376923E-13   0.154951E-14     -0.546293E-03   0.201214E-04

      0.00000    57466.97250       -0.174960E+01   0.711378E-01      0.807936E+01  -0.328503E+00      0.859427E-14  -0.347868E-15

                                    0.807936E+01  -0.328503E+00     -0.373091E+02   0.151697E+01     -0.375680E-13   0.152911E-14

                                    0.859427E-14  -0.347868E-15     -0.375680E-13   0.152911E-14     -0.544891E-03   0.198727E-04

      0.00000    57507.30020       -0.174387E+01   0.702084E-01      0.805292E+01  -0.324211E+00      0.856641E-14  -0.343330E-15

                                    0.805292E+01  -0.324211E+00     -0.371870E+02   0.149715E+01     -0.374448E-13   0.150913E-14

                                    0.856641E-14  -0.343330E-15     -0.374448E-13   0.150913E-14     -0.543498E-03   0.196236E-04

      0.00000    57547.62790       -0.173820E+01   0.692971E-01      0.802671E+01  -0.320002E+00      0.853879E-14  -0.338877E-15

                                    0.802671E+01  -0.320002E+00     -0.370660E+02   0.147772E+01     -0.373227E-13   0.148954E-14

                                    0.853879E-14  -0.338877E-15     -0.373227E-13   0.148954E-14     -0.542116E-03   0.193741E-04

      0.00000    57587.95560       -0.173257E+01   0.684034E-01      0.800073E+01  -0.315876E+00      0.851142E-14  -0.334505E-15

                                    0.800073E+01  -0.315876E+00     -0.369460E+02   0.145866E+01     -0.372015E-13   0.147034E-14

                                    0.851142E-14  -0.334505E-15     -0.372015E-13   0.147034E-14     -0.540747E-03   0.191223E-04

      0.00000    57628.28330       -0.172699E+01   0.675270E-01      0.797497E+01  -0.311829E+00      0.848428E-14  -0.330211E-15

                                    0.797497E+01  -0.311829E+00     -0.368271E+02   0.143997E+01     -0.370816E-13   0.145150E-14

                                    0.848428E-14  -0.330211E-15     -0.370816E-13   0.145150E-14     -0.539392E-03   0.188652E-04

      0.00000    57668.61100       -0.172147E+01   0.666674E-01      0.794944E+01  -0.307859E+00      0.845739E-14  -0.325990E-15

                                    0.794944E+01  -0.307859E+00     -0.367092E+02   0.142164E+01     -0.369626E-13   0.143305E-14

                                    0.845739E-14  -0.325990E-15     -0.369626E-13   0.143305E-14     -0.538047E-03   0.185995E-04

      0.00000    57708.93870       -0.171599E+01   0.658241E-01      0.792414E+01  -0.303965E+00      0.843073E-14  -0.321838E-15

                                    0.792414E+01  -0.303965E+00     -0.365923E+02   0.140366E+01     -0.368446E-13   0.141494E-14

                                    0.843073E-14  -0.321838E-15     -0.368446E-13   0.141494E-14     -0.536710E-03   0.183231E-04

      0.00000    57749.26640       -0.171055E+01   0.649968E-01      0.789905E+01  -0.300144E+00      0.840429E-14  -0.317754E-15

                                    0.789905E+01  -0.300144E+00     -0.364765E+02   0.138602E+01     -0.367278E-13   0.139720E-14

                                    0.840429E-14  -0.317754E-15     -0.367278E-13   0.139720E-14     -0.535374E-03   0.180361E-04

      0.00000    57789.59410       -0.170517E+01   0.641849E-01      0.787418E+01  -0.296395E+00      0.837807E-14  -0.313737E-15

                                    0.787418E+01  -0.296395E+00     -0.363617E+02   0.136870E+01     -0.366119E-13   0.137980E-14

                                    0.837807E-14  -0.313737E-15     -0.366119E-13   0.137980E-14     -0.534037E-03   0.177406E-04

      0.00000    57829.92180       -0.169983E+01   0.633881E-01      0.784953E+01  -0.292716E+00      0.835206E-14  -0.309787E-15

                                    0.784953E+01  -0.292716E+00     -0.362478E+02   0.135171E+01     -0.364971E-13   0.136273E-14

                                    0.835206E-14  -0.309787E-15     -0.364971E-13   0.136273E-14     -0.532694E-03   0.174406E-04

      0.00000    57870.24950       -0.169454E+01   0.626061E-01      0.782509E+01  -0.289104E+00      0.832626E-14  -0.305907E-15

                                    0.782509E+01  -0.289104E+00     -0.361350E+02   0.133504E+01     -0.363831E-13   0.134597E-14

                                    0.832626E-14  -0.305907E-15     -0.363831E-13   0.134597E-14     -0.531344E-03   0.171409E-04

      0.00000    57910.57720       -0.168929E+01   0.618385E-01      0.780086E+01  -0.285560E+00      0.830068E-14  -0.302098E-15

                                    0.780086E+01  -0.285560E+00     -0.360231E+02   0.131867E+01     -0.362703E-13   0.132953E-14

                                    0.830068E-14  -0.302098E-15     -0.362703E-13   0.132953E-14     -0.529987E-03   0.168462E-04

      0.00000    57950.90490       -0.168409E+01   0.610850E-01      0.777683E+01  -0.282080E+00      0.827531E-14  -0.298361E-15

                                    0.777683E+01  -0.282080E+00     -0.359121E+02   0.130260E+01     -0.361584E-13   0.131338E-14

                                    0.827531E-14  -0.298361E-15     -0.361584E-13   0.131338E-14     -0.528625E-03   0.165602E-04

      0.00000    57991.23260       -0.167893E+01   0.603453E-01      0.775302E+01  -0.278664E+00      0.825014E-14  -0.294697E-15

                                    0.775302E+01  -0.278664E+00     -0.358021E+02   0.128683E+01     -0.360475E-13   0.129754E-14

                                    0.825014E-14  -0.294697E-15     -0.360475E-13   0.129754E-14     -0.527261E-03   0.162856E-04

      0.00000    58031.56030       -0.167382E+01   0.596192E-01      0.772940E+01  -0.275311E+00      0.822518E-14  -0.291106E-15

                                    0.772940E+01  -0.275311E+00     -0.356931E+02   0.127134E+01     -0.359375E-13   0.128197E-14

                                    0.822518E-14  -0.291106E-15     -0.359375E-13   0.128197E-14     -0.525897E-03   0.160240E-04

      0.00000    58071.88800       -0.166875E+01   0.589063E-01      0.770599E+01  -0.272020E+00      0.820043E-14  -0.287586E-15

                                    0.770599E+01  -0.272020E+00     -0.355850E+02   0.125614E+01     -0.358284E-13   0.126668E-14

                                    0.820043E-14  -0.287586E-15     -0.358284E-13   0.126668E-14     -0.524538E-03   0.157757E-04

      0.00000    58112.21570       -0.166372E+01   0.582066E-01      0.768278E+01  -0.268788E+00      0.817588E-14  -0.284138E-15

                                    0.768278E+01  -0.268788E+00     -0.354778E+02   0.124122E+01     -0.357204E-13   0.125167E-14

                                    0.817588E-14  -0.284138E-15     -0.357204E-13   0.125167E-14     -0.523184E-03   0.155407E-04

      0.00000    58152.54340       -0.165873E+01   0.575195E-01      0.765976E+01  -0.265616E+00      0.815154E-14  -0.280757E-15

                                    0.765976E+01  -0.265616E+00     -0.353715E+02   0.122657E+01     -0.356133E-13   0.123693E-14

                                    0.815154E-14  -0.280757E-15     -0.356133E-13   0.123693E-14     -0.521837E-03   0.153182E-04

      0.00000    58192.87110       -0.165379E+01   0.568450E-01      0.763694E+01  -0.262501E+00      0.812740E-14  -0.277443E-15

                                    0.763694E+01  -0.262501E+00     -0.352661E+02   0.121218E+01     -0.355070E-13   0.122244E-14

                                    0.812740E-14  -0.277443E-15     -0.355070E-13   0.122244E-14     -0.520500E-03   0.151074E-04

      0.00000    58233.19880       -0.164889E+01   0.561826E-01      0.761432E+01  -0.259442E+00      0.810347E-14  -0.274194E-15

                                    0.761432E+01  -0.259442E+00     -0.351616E+02   0.119806E+01     -0.354017E-13   0.120821E-14

                                    0.810347E-14  -0.274194E-15     -0.354017E-13   0.120821E-14     -0.519173E-03   0.149075E-04

      0.00000    58273.52650       -0.164404E+01   0.555321E-01      0.759188E+01  -0.256438E+00      0.807974E-14  -0.271007E-15

                                    0.759188E+01  -0.256438E+00     -0.350580E+02   0.118419E+01     -0.352972E-13   0.119423E-14

                                    0.807974E-14  -0.271007E-15     -0.352972E-13   0.119423E-14     -0.517856E-03   0.147177E-04

      0.00000    58313.85420       -0.163922E+01   0.548931E-01      0.756964E+01  -0.253487E+00      0.805621E-14  -0.267881E-15

                                    0.756964E+01  -0.253487E+00     -0.349553E+02   0.117056E+01     -0.351936E-13   0.118050E-14

                                    0.805621E-14  -0.267881E-15     -0.351936E-13   0.118050E-14     -0.516551E-03   0.145372E-04

      0.00000    58354.18190       -0.163444E+01   0.542654E-01      0.754758E+01  -0.250589E+00      0.803288E-14  -0.264814E-15

                                    0.754758E+01  -0.250589E+00     -0.348535E+02   0.115718E+01     -0.350909E-13   0.116700E-14

                                    0.803288E-14  -0.264814E-15     -0.350909E-13   0.116700E-14     -0.515257E-03   0.143654E-04

      0.00000    58394.50960       -0.162971E+01   0.536487E-01      0.752571E+01  -0.247741E+00      0.800975E-14  -0.261804E-15

                                    0.752571E+01  -0.247741E+00     -0.347525E+02   0.114403E+01     -0.349890E-13   0.115374E-14

                                    0.800975E-14  -0.261804E-15     -0.349890E-13   0.115374E-14     -0.513976E-03   0.142014E-04

      0.00000    58434.83730       -0.162501E+01   0.530427E-01      0.750402E+01  -0.244942E+00      0.798682E-14  -0.258849E-15

                                    0.750402E+01  -0.244942E+00     -0.346523E+02   0.113110E+01     -0.348880E-13   0.114071E-14

                                    0.798682E-14  -0.258849E-15     -0.348880E-13   0.114071E-14     -0.512708E-03   0.140445E-04

      0.00000    58475.16500       -0.162035E+01   0.524472E-01      0.748252E+01  -0.242192E+00      0.796407E-14  -0.255948E-15

                                    0.748252E+01  -0.242192E+00     -0.345530E+02   0.111840E+01     -0.347879E-13   0.112790E-14

                                    0.796407E-14  -0.255948E-15     -0.347879E-13   0.112790E-14     -0.511452E-03   0.138941E-04

      0.00000    58515.49270       -0.161573E+01   0.518620E-01      0.746119E+01  -0.239490E+00      0.794153E-14  -0.253099E-15

                                    0.746119E+01  -0.239490E+00     -0.344545E+02   0.110593E+01     -0.346886E-13   0.111531E-14

                                    0.794153E-14  -0.253099E-15     -0.346886E-13   0.111531E-14     -0.510208E-03   0.137494E-04

      0.00000    58555.82040       -0.161115E+01   0.512870E-01      0.744004E+01  -0.236835E+00      0.791916E-14  -0.250301E-15

                                    0.744004E+01  -0.236835E+00     -0.343569E+02   0.109366E+01     -0.345902E-13   0.110293E-14

                                    0.791916E-14  -0.250301E-15     -0.345902E-13   0.110293E-14     -0.508977E-03   0.136098E-04

