    Raman shift    inc freq                      X                               Y                                Z
                                            Real       Imag                 Real       Imag                 Real       Imag
                                    0.560302E+01  -0.683683E-01     -0.258738E+02   0.315714E+00     -0.260346E-13   0.318504E-15

                                    0.597834E-14  -0.721436E-16     -0.260346E-13   0.318504E-15     -0.404366E-03   0.376559E-05

      0.00000    64524.32000       -0.121187E+01   0.146905E-01      0.559623E+01  -0.678381E-01      0.597118E-14  -0.715806E-16

                                    0.559623E+01  -0.678381E-01     -0.258425E+02   0.313265E+00     -0.260029E-13   0.316037E-15

                                    0.597118E-14  -0.715806E-16     -0.260029E-13   0.316037E-15     -0.403994E-03   0.373139E-05

      0.00000    64564.64770       -0.121042E+01   0.145763E-01      0.558950E+01  -0.673110E-01      0.596407E-14  -0.710210E-16

                                    0.558950E+01  -0.673110E-01     -0.258114E+02   0.310831E+00     -0.259716E-13   0.313586E-15

                                    0.596407E-14  -0.710210E-16     -0.259716E-13   0.313586E-15     -0.403625E-03   0.369736E-05

      0.00000    64604.97540       -0.120897E+01   0.144629E-01      0.558281E+01  -0.667872E-01      0.595702E-14  -0.704648E-16

                                    0.558281E+01  -0.667872E-01     -0.257805E+02   0.308412E+00     -0.259404E-13   0.311149E-15

                                    0.595702E-14  -0.704648E-16     -0.259404E-13   0.311149E-15     -0.403259E-03   0.366349E-05

      0.00000    64645.30310       -0.120753E+01   0.143501E-01      0.557618E+01  -0.662664E-01      0.595003E-14  -0.699119E-16

                                    0.557618E+01  -0.662664E-01     -0.257499E+02   0.306007E+00     -0.259095E-13   0.308726E-15

                                    0.595003E-14  -0.699119E-16     -0.259095E-13   0.308726E-15     -0.402897E-03   0.362981E-05

      0.00000    64685.63080       -0.120611E+01   0.142380E-01      0.556960E+01  -0.657488E-01      0.594308E-14  -0.693623E-16

                                    0.556960E+01  -0.657488E-01     -0.257195E+02   0.303617E+00     -0.258788E-13   0.306319E-15

                                    0.594308E-14  -0.693623E-16     -0.258788E-13   0.306319E-15     -0.402538E-03   0.359633E-05

      0.00000    64725.95850       -0.120469E+01   0.141266E-01      0.556307E+01  -0.652342E-01      0.593619E-14  -0.688158E-16

                                    0.556307E+01  -0.652342E-01     -0.256893E+02   0.301241E+00     -0.258484E-13   0.303925E-15

                                    0.593619E-14  -0.688158E-16     -0.258484E-13   0.303925E-15     -0.402182E-03   0.356304E-05

      0.00000    64766.28620       -0.120329E+01   0.140158E-01      0.555659E+01  -0.647227E-01      0.592936E-14  -0.682727E-16

                                    0.555659E+01  -0.647227E-01     -0.256594E+02   0.298879E+00     -0.258183E-13   0.301545E-15

                                    0.592936E-14  -0.682727E-16     -0.258183E-13   0.301545E-15     -0.401829E-03   0.352996E-05

      0.00000    64806.61390       -0.120190E+01   0.139057E-01      0.555016E+01  -0.642141E-01      0.592258E-14  -0.677328E-16

                                    0.555016E+01  -0.642141E-01     -0.256297E+02   0.296530E+00     -0.257883E-13   0.299180E-15

                                    0.592258E-14  -0.677328E-16     -0.257883E-13   0.299180E-15     -0.401479E-03   0.349709E-05

      0.00000    64846.94160       -0.120052E+01   0.137962E-01      0.554378E+01  -0.637085E-01      0.591585E-14  -0.671959E-16

                                    0.554378E+01  -0.637085E-01     -0.256003E+02   0.294195E+00     -0.257585E-13   0.296828E-15

                                    0.591585E-14  -0.671959E-16     -0.257585E-13   0.296828E-15     -0.401132E-03   0.346442E-05

      0.00000    64887.26930       -0.119915E+01   0.136873E-01      0.553746E+01  -0.632058E-01      0.590918E-14  -0.666621E-16

                                    0.553746E+01  -0.632058E-01     -0.255711E+02   0.291874E+00     -0.257291E-13   0.294489E-15

                                    0.590918E-14  -0.666621E-16     -0.257291E-13   0.294489E-15     -0.400789E-03   0.343194E-05

      0.00000    64927.59700       -0.119779E+01   0.135791E-01      0.553118E+01  -0.627060E-01      0.590255E-14  -0.661314E-16

                                    0.553118E+01  -0.627060E-01     -0.255421E+02   0.289566E+00     -0.256998E-13   0.292164E-15

                                    0.590255E-14  -0.661314E-16     -0.256998E-13   0.292164E-15     -0.400449E-03   0.339966E-05

      0.00000    64967.92470       -0.119644E+01   0.134715E-01      0.552495E+01  -0.622090E-01      0.589599E-14  -0.656038E-16

                                    0.552495E+01  -0.622090E-01     -0.255133E+02   0.287271E+00     -0.256708E-13   0.289852E-15

                                    0.589599E-14  -0.656038E-16     -0.256708E-13   0.289852E-15     -0.400112E-03   0.336756E-05

      0.00000    65008.25240       -0.119510E+01   0.133645E-01      0.551877E+01  -0.617148E-01      0.588947E-14  -0.650790E-16

                                    0.551877E+01  -0.617148E-01     -0.254848E+02   0.284989E+00     -0.256420E-13   0.287553E-15

                                    0.588947E-14  -0.650790E-16     -0.256420E-13   0.287553E-15     -0.399778E-03   0.333565E-05

      0.00000    65048.58010       -0.119377E+01   0.132580E-01      0.551264E+01  -0.612234E-01      0.588300E-14  -0.645573E-16

                                    0.551264E+01  -0.612234E-01     -0.254564E+02   0.282720E+00     -0.256134E-13   0.285268E-15

                                    0.588300E-14  -0.645573E-16     -0.256134E-13   0.285268E-15     -0.399448E-03   0.330391E-05

      0.00000    65088.90780       -0.119245E+01   0.131522E-01      0.550656E+01  -0.607347E-01      0.587660E-14  -0.640384E-16

                                    0.550656E+01  -0.607347E-01     -0.254284E+02   0.280463E+00     -0.255851E-13   0.282994E-15

                                    0.587660E-14  -0.640384E-16     -0.255851E-13   0.282994E-15     -0.399120E-03   0.327234E-05

      0.00000    65129.23550       -0.119115E+01   0.130470E-01      0.550052E+01  -0.602488E-01      0.587023E-14  -0.635224E-16

                                    0.550052E+01  -0.602488E-01     -0.254005E+02   0.278219E+00     -0.255570E-13   0.280733E-15

                                    0.587023E-14  -0.635224E-16     -0.255570E-13   0.280733E-15     -0.398796E-03   0.324093E-05

      0.00000    65169.56320       -0.118985E+01   0.129423E-01      0.549454E+01  -0.597654E-01      0.586392E-14  -0.630092E-16

                                    0.549454E+01  -0.597654E-01     -0.253729E+02   0.275987E+00     -0.255291E-13   0.278485E-15

                                    0.586392E-14  -0.630092E-16     -0.255291E-13   0.278485E-15     -0.398474E-03   0.320969E-05

      0.00000    65209.89090       -0.118857E+01   0.128382E-01      0.548860E+01  -0.592848E-01      0.585766E-14  -0.624988E-16

                                    0.548860E+01  -0.592848E-01     -0.253454E+02   0.273767E+00     -0.255015E-13   0.276249E-15

                                    0.585766E-14  -0.624988E-16     -0.255015E-13   0.276249E-15     -0.398156E-03   0.317860E-05

      0.00000    65250.21860       -0.118729E+01   0.127347E-01      0.548271E+01  -0.588067E-01      0.585145E-14  -0.619911E-16

                                    0.548271E+01  -0.588067E-01     -0.253182E+02   0.271560E+00     -0.254740E-13   0.274025E-15

                                    0.585145E-14  -0.619911E-16     -0.254740E-13   0.274025E-15     -0.397841E-03   0.314767E-05

      0.00000    65290.54630       -0.118602E+01   0.126317E-01      0.547686E+01  -0.583312E-01      0.584529E-14  -0.614862E-16

                                    0.547686E+01  -0.583312E-01     -0.252912E+02   0.269364E+00     -0.254468E-13   0.271813E-15

                                    0.584529E-14  -0.614862E-16     -0.254468E-13   0.271813E-15     -0.397529E-03   0.311688E-05

      0.00000    65330.87400       -0.118477E+01   0.125293E-01      0.547107E+01  -0.578582E-01      0.583918E-14  -0.609840E-16

                                    0.547107E+01  -0.578582E-01     -0.252645E+02   0.267180E+00     -0.254197E-13   0.269613E-15

                                    0.583918E-14  -0.609840E-16     -0.254197E-13   0.269613E-15     -0.397220E-03   0.308623E-05

      0.00000    65371.20170       -0.118352E+01   0.124274E-01      0.546532E+01  -0.573878E-01      0.583313E-14  -0.604844E-16

                                    0.546532E+01  -0.573878E-01     -0.252379E+02   0.265007E+00     -0.253929E-13   0.267425E-15

                                    0.583313E-14  -0.604844E-16     -0.253929E-13   0.267425E-15     -0.396914E-03   0.305573E-05

      0.00000    65411.52940       -0.118229E+01   0.123261E-01      0.545962E+01  -0.569198E-01      0.582711E-14  -0.599874E-16

                                    0.545962E+01  -0.569198E-01     -0.252116E+02   0.262846E+00     -0.253664E-13   0.265247E-15

                                    0.582711E-14  -0.599874E-16     -0.253664E-13   0.265247E-15     -0.396611E-03   0.302536E-05

      0.00000    65451.85710       -0.118106E+01   0.122253E-01      0.545396E+01  -0.564542E-01      0.582115E-14  -0.594930E-16

                                    0.545396E+01  -0.564542E-01     -0.251855E+02   0.260696E+00     -0.253401E-13   0.263082E-15

                                    0.582115E-14  -0.594930E-16     -0.253401E-13   0.263082E-15     -0.396311E-03   0.299512E-05

      0.00000    65492.18480       -0.117985E+01   0.121250E-01      0.544835E+01  -0.559911E-01      0.581524E-14  -0.590012E-16

                                    0.544835E+01  -0.559911E-01     -0.251596E+02   0.258558E+00     -0.253139E-13   0.260928E-15

                                    0.581524E-14  -0.590012E-16     -0.253139E-13   0.260928E-15     -0.396014E-03   0.296502E-05

      0.00000    65532.51250       -0.117865E+01   0.120252E-01      0.544279E+01  -0.555304E-01      0.580938E-14  -0.585119E-16

                                    0.544279E+01  -0.555304E-01     -0.251339E+02   0.256430E+00     -0.252880E-13   0.258784E-15

                                    0.580938E-14  -0.585119E-16     -0.252880E-13   0.258784E-15     -0.395720E-03   0.293504E-05

      0.00000    65572.84020       -0.117745E+01   0.119259E-01      0.543727E+01  -0.550721E-01      0.580357E-14  -0.580250E-16

                                    0.543727E+01  -0.550721E-01     -0.251084E+02   0.254314E+00     -0.252622E-13   0.256653E-15

                                    0.580357E-14  -0.580250E-16     -0.252622E-13   0.256653E-15     -0.395429E-03   0.290519E-05

      0.00000    65613.16790       -0.117626E+01   0.118272E-01      0.543180E+01  -0.546160E-01      0.579780E-14  -0.575406E-16

                                    0.543180E+01  -0.546160E-01     -0.250831E+02   0.252208E+00     -0.252367E-13   0.254532E-15

                                    0.579780E-14  -0.575406E-16     -0.252367E-13   0.254532E-15     -0.395141E-03   0.287546E-05

      0.00000    65653.49560       -0.117509E+01   0.117289E-01      0.542637E+01  -0.541623E-01      0.579208E-14  -0.570587E-16

                                    0.542637E+01  -0.541623E-01     -0.250581E+02   0.250112E+00     -0.252114E-13   0.252421E-15

                                    0.579208E-14  -0.570587E-16     -0.252114E-13   0.252421E-15     -0.394856E-03   0.284586E-05

      0.00000    65693.82330       -0.117392E+01   0.116312E-01      0.542099E+01  -0.537108E-01      0.578641E-14  -0.565791E-16

                                    0.542099E+01  -0.537108E-01     -0.250332E+02   0.248028E+00     -0.251864E-13   0.250321E-15

                                    0.578641E-14  -0.565791E-16     -0.251864E-13   0.250321E-15     -0.394574E-03   0.281637E-05

      0.00000    65734.15100       -0.117277E+01   0.115339E-01      0.541565E+01  -0.532616E-01      0.578079E-14  -0.561019E-16

                                    0.541565E+01  -0.532616E-01     -0.250086E+02   0.245953E+00     -0.251615E-13   0.248232E-15

                                    0.578079E-14  -0.561019E-16     -0.251615E-13   0.248232E-15     -0.394295E-03   0.278700E-05

      0.00000    65774.47870       -0.117162E+01   0.114371E-01      0.541035E+01  -0.528147E-01      0.577522E-14  -0.556270E-16

                                    0.541035E+01  -0.528147E-01     -0.249841E+02   0.243889E+00     -0.251368E-13   0.246152E-15

                                    0.577522E-14  -0.556270E-16     -0.251368E-13   0.246152E-15     -0.394019E-03   0.275774E-05

      0.00000    65814.80640       -0.117049E+01   0.113408E-01      0.540511E+01  -0.523699E-01      0.576969E-14  -0.551545E-16

                                    0.540511E+01  -0.523699E-01     -0.249599E+02   0.241835E+00     -0.251124E-13   0.244084E-15

                                    0.576969E-14  -0.551545E-16     -0.251124E-13   0.244084E-15     -0.393746E-03   0.272859E-05

      0.00000    65855.13410       -0.116936E+01   0.112449E-01      0.539990E+01  -0.519273E-01      0.576421E-14  -0.546843E-16

                                    0.539990E+01  -0.519273E-01     -0.249358E+02   0.239792E+00     -0.250881E-13   0.242026E-15

                                    0.576421E-14  -0.546843E-16     -0.250881E-13   0.242026E-15     -0.393475E-03   0.269955E-05
